title,critics_consensus,date,duration,genre,rating,images,amount_reviews,approval_percentage
親愛陌生人,★2020朱比特電影獎-最佳國家電影獎-榮獲 ★2020德國電影獎-年度最高觀影人次獎-榮獲 ★2020巴伐利亞電影節-最佳製作獎-榮獲 ★2019斑比獎-國家電影獎-榮獲 ★2020巴伐利亞電影節- 觀眾票選-最佳影片獎-入圍 ★橫掃德國各大電影獎項  完美秘密將永存於這個小小的科技黑盒子裡… 俗話說：知人知面不知心。隨著科技的進步，「手機」成了現代人最知心的朋友。  每晚睡一起的枕邊人，一起長大的好兄弟，你真的認識他／她嗎？七位多年好友與夫妻檔，相約在月蝕之夜共進晚餐。酒酣耳熱之際，女主人突然提議來玩一場「公開手機」的遊戲。所有人都要將手機放在餐桌上。這晚所有傳來手機的內容，不論簡訊、來電或各種通訊軟體，都必須公開唸出來。四個死檔、三個閨密；七支手機，一場腥風血雨的「坦誠遊戲」就此展開… ,上映日期：2020-06-12,片　　長：01時59分,,4.1,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/May2020/GXtILpXvjIemlqxzO6o0-927x1324.jpg', 'path': '親愛陌生人.jpg', 'checksum': 'c52e5a071f5e8fef71db2eda9d74bd18', 'status': 'downloaded'}]",99,
明信片謀殺案,★繼《火線追緝令》、《龍紋身的女孩》後又一懸疑驚悚犯罪力作！ ★《全面追緝令》《桃色追捕令》「推理天王」詹姆斯派特森全球暢銷小說改編！ ★奧斯卡、金球獎最佳外語片《三不管地帶》導演丹尼斯塔諾維奇最新鉅作！ ★耗資6億台幣重金打造，橫跨倫敦、挪威、斯德哥爾摩、美國四地取景拍攝！  每個命案現場都是一幅名畫　只有屍體知道真相...  紐約刑警雅各(傑佛瑞狄恩摩根飾)和前妻瓦萊麗(芳姬詹森飾)的愛女在倫敦度蜜月時慘遭殺害，雅各親赴歐洲見女兒最後一面，卻發現命案疑點重重，為了追捕兇手他私下展開調查，意外捲入了橫跨全歐洲的連環殺人案。連環殺人案遍布巴黎、哥本哈根，法蘭克福和斯德哥爾摩等各地，每起案件的死者都會跟上一位被害者的屍體殘骸一同擺放成宛如藝術品的奇特姿態，讓案情更加撲朔迷離。  而兇手的行蹤成謎，你永遠不知道下一個受害者是誰，除非收到兇手寄來的明信片。這一回，記者黛西(庫什珍寶飾)收到兇手寄出的明信片寫著：「愛將永不消逝…」成為了查案唯一線索，雅各決定與黛西聯手，抽絲剝繭拼湊出連環殺人案的背後真相！,上映日期：2020-06-19,片　　長：01時45分,,3.9,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/May2020/U0dO2qNU6QT55hpEyV3i-504x720.jpg', 'path': '明信片謀殺案.jpg', 'checksum': 'a2846005db6ba55cc7d71f8ad531ccfd', 'status': 'downloaded'}]",99,
最瘋狂的旅程,★SXSW西南偏南電影節話題電影，首波爛番茄影評100%好評！ ★改編不凡的真實故事! 歡笑感人更勝《逆轉人生》《一路玩到掛》 ★沒有走不動，只有不想動! 人生苦短，必須性感! 說走就走，帥氣勇敢! ★美聲天籟網路人氣王《魚乾》優雅詮釋，電影同名中文主題曲<最瘋狂的旅程>  故事講述三個正值青春年少、性致勃勃的少年：全身癱瘓的史考特、重度視障的阿莫和罹患腦瘤必須坐輪椅的麥特。在聽聞有間專為殘疾人士提供「特殊」服務的天堂俱樂部後，決定排除萬難也要讓自己轉大人。  他們開始安排名為“湖光之旅”計畫，並說服父母讓他們結伴去旅行；但卻遭到父母的強烈反對。三個大男孩開始密謀B計畫，不開葷誓不罷休！三個行動不便的好友，加上看護，四人奇妙組合一起勇闖天涯，遇見前所未有的驚喜，個性南轅北轍的四人，在朝夕相處下，改變彼此無趣的人生。  正當萬事俱備、美夢即將成真的前夕，麥特的病情卻惡化，計畫近乎停擺。父母們也從蛛絲馬跡中，找到下榻飯店，企圖阻止更多事情的發生…,上映日期：2020-06-19,片　　長：01時47分,,3.8,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/May2020/qT4pQtTf790Zsrbj9yrc-504x720.jpg', 'path': '最瘋狂的旅程.jpg', 'checksum': '15bec9fb38070e5f4c16c1004dfb901b', 'status': 'downloaded'}]",88,
72小時前哨救援,★真實事件改編，反恐行動中最慘烈犧牲的戰役 ★震撼超越《紅翼行動》《00：30凌晨密令》 ★被遺忘的前線英雄，和平與戰事的生死交界！ ★《燃燒鬥魂》《愛國者行動》億萬王牌編劇搭檔畢生傑作 ★CNN首席駐地記者-傑克泰普（Jake Tapper），深入險境機密內幕採訪原著  本片改編自CNN首席駐地記者-傑克泰普，深入險境採訪著作 〈被遺忘的前哨(The Outpost: An Untold Story of American Valor)〉  戰線的末端，沒人相信竟然會建立這座前哨站，北面、西面和南面被興都庫什山脈環繞，距離巴基斯坦國界僅15英里。在與世隔絕的阿富汗國度，這個前哨站是國度最偏僻的哨點。  哨點最初是為了讓當地人參與社區發展而建設，但不斷受到塔利班敵軍威脅，駐紮的美國士兵終日處於高緊繃狀態，軍方長官最終選擇撤離時，塔利班敵軍決定以命償命，示威突襲。53名美國士兵在進退維谷險境中與400名叛亂軍奮勇作戰。所有派駐士兵都知道，一旦交火，敵人數量佔盡優勢，不是所有人都能全身而退。  2009年10月某個清晨，5點58分，一枚火箭炮炸醒所有恐懼；在糧食彈藥耗盡前，他們僅剩72小時反攻… ,上映日期：2020-06-24,片　　長：02時03分,動作,3.9,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/June2020/IMwmhWztbkVbWqFa3AFE-504x720.jpg', 'path': '72小時前哨救援.jpg', 'checksum': 'dc6b6da513f68b0ebf0a5d1d7e81b802', 'status': 'downloaded'}]",94,
福島50英雄,"★ 日本雙週票房冠軍　影帝渡邊謙 ╳ 佐藤浩市攜手搶救家園 ★ 日本奧斯卡最佳導演最新鉅作　重量級群星團結演出 ★ 無名英雄們令人動容的奉獻精神　向第一線人員致敬  他們是守護家園的唯一希望！ 2011年3月11日下午2點46分，日本東北地區發生該國史上最強的規模9.0地震，引發的大海嘯並導致超過19,000人喪生。海嘯意外且無情地吞沒了福島縣內的福島第一核電廠，若放著爐心熔毀的核電廠不管，日本將承受超乎想像的災難。  面臨如此生死交關的困境，50位無名英雄們決定留在核電廠處理危機。儘管電廠內部人員辛勤奮鬥，事態卻仍不斷惡化，剩下的方法只有一個：執行圍阻體排放措施。作業員必須以肉身進入反應爐内徒手施作，且是全球史上的首次嘗試，毫無前例可循！  在與外部隔離、無法獲得情報的情況下，英雄們一邊擔心著留在避難所的家人們，一邊開始執行作戰，而全世界都在屏息以待…… 唯有無私奉獻 才能創造奇蹟！ ",上映日期：2020-06-24,片　　長：01時57分,,4.0,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/May2020/zJH9go6lYKzxBgXbQjod-703x1000.jpg', 'path': '福島50英雄.jpg', 'checksum': '887e4b3a239b56d28f116607ac0ce344', 'status': 'downloaded'}]",92,
玩命Online：雙槍對決,★ 2020年美國上映，韓國首周飆出票房冠軍 ★ 網路瘋傳迷因「比魔杖好用」正宗原梗電影 ★《哈利波特》丹尼爾雷德克里夫X《弒婚遊戲》薩瑪拉威明 玩命對決 ★《瘋狂麥斯：憤怒道》《阿凡達》《捍衛任務》炸翻感官 製作團隊 ★ 最危險真人直播遊戲，不是勝利，就是死亡！  邁爾斯（丹尼爾．雷德克里夫 飾）是個無聊的普通上班族，下班後的時間都躲在螢幕後面做鍵盤酸民。  一天，他的留言得罪了危險的「死陣」真人實境遊戲老闆，被揍昏後邁爾斯發現有兩把手槍釘在他的雙手上，不僅造成他吃飯和如廁時極大的困擾，他甚至被強迫加入了這個危險對戰遊戲，得殺掉目前第一名的玩家妮克絲（薩瑪拉．薇明 飾），否則就等著被她殺掉。 ,上映日期：2020-06-24,片　　長：01時35分,懸疑/驚悚,3.7,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/May2020/SLqV1cIKYFPwlwc2uMtm-800x1140.jpg', 'path': '玩命Online：雙槍對決.jpg', 'checksum': 'b078ac2d24de4b2104c534b0bb30c227', 'status': 'downloaded'}]",98,
在時間停止的世界相遇,★ 感動全日本！超越《明天，我要和昨天的妳約會》，年度最催淚戀愛電影！ ★ 超人氣催淚愛情輕小說改編，《座敷童子的代理人》仁科裕貴最新作品！ ★《俺物語!!》青春戀愛電影大師河合勇人最新導演作品！ ★ 板垣瑞生、吉柳咲良、竹内涼真共同演繹最感動揪心約會電影！ ★ 一對因為「傷停補時」邂逅的男女，微甜苦澀，令人心痛的青春戀愛物語！  停止的時間，是我們最初也是最後的愛戀 某個夜晚，青年醫生（竹內涼真飾演）對著抱怨自己看見幽浮，卻沒人相信他的少年患者，聊起過去曾發生在自己身上，那「時間停止」的不可思議經驗，並憶起當時所邂逅的「心愛之人」…。場景一轉，過著黯淡生活的重考生相葉孝司（板垣瑞生飾演），則在某天遭遇到除自己以外，全世界人事物都突然靜止的奇妙現象。那時是12點15分，不知為何只有孝司能自由行動。當他來到大街時，邂逅了同樣能跟他自由行動的少女篠宮時音（吉柳咲良飾演）。兩人萌生淡淡情愫，並將這段停止的時間稱作「傷停補時」。這也讓孝司原本黯淡的日子，突然開始綻放光輝…。  「我也想在傷停補時之外的時間見到妳！」孝司向時音告白了自己的心意。不過時音卻在一句「抱歉，我已經沒辦法再見你了」之後，從孝司面前消失無蹤。時音無法告訴孝司的重大秘密是什麼？究竟青年醫生過去所邂逅的心愛之人是誰？而孝司與時音的戀愛，又將會何去何從呢？  【關於電影】  超越《明天，我要和昨天的妳約會》，年度最催淚戀愛電影  《在時間停止的世界相遇》改編自仁科裕貴的原作小說《初戀，傷停補時》，並被譽為是繼《明天，我要和昨天的妳約會》、《與妳的第100次愛戀》之後，又一揪心催淚的奇幻愛情物語。本片由曾執導《俺物語!!》等片的「青春戀愛電影大師」河合勇人操刀，溫柔描繪出誰都想像不到、獨一無二的耀眼初戀故事。劇組並找來備受矚目的新生代演員板垣瑞生，飾演總是一下子就放棄，每天過得有氣無力的重考生「相葉孝司」。板垣身兼實力派偶像團體「M!LK」人氣成員，更憑藉電影出道作《所羅門的偽證》，一舉拿下日本影評人大獎的「最佳新人男演員獎」肯定，之後並演出NHK大河奇幻劇《精靈守護者》引發話題，而這也是這他首度擔綱主演的作品。  至於能在傷停補時中自由行動的少女「篠宮時音」，則找來拿下第41屆Horipro星探隊歷代最年輕優勝後，又受拔擢成為音樂劇《彼得潘》最年少主演的吉柳咲良擔綱。她近期也參與動畫電影《天氣之子》的配音工作，本片也是她的電影出道之作，將以鮮活演技大受矚目。兩人透過精湛演技，將少男少女初戀時的青澀、對彼此的悸動，甚至是初識時不熟悉彼此的小尷尬，詮釋得絲絲入扣。此外，兩人浪漫甜蜜的約會場景，以及男主角不顧一切為女主角付出的愛，勢必將讓許多觀眾感動落淚。  值得一提的是，過去曾有過「傷停補時」體驗，也知道該現象背後真相的關鍵人物「青年醫生」一角，則由近期人氣爆棚的竹內涼真擔綱；這也是他繼電視劇《黑色止血鉗》之後，再度飾演醫生角色，也為這部戀愛電影更添重量。此外，劇組也找來石橋杏奈、甲本雅裕等實力派演員共同演出，讓故事更加精彩。本片並找來當今最受矚目的流行樂團「綠黃色社會」，為本片量身打造動聽主題曲〈心上人〉，清新地為本片帶來揪心感動。,上映日期：2019-10-09,片　　長：01時45分,奇幻,3.6,,75,
千日千夜,★ 威尼斯影展 最佳導演銀獅獎 ★ 歐洲電影獎 最佳視覺特效獎 ★ 瑞典國寶級電影大師 最新極致鉅作  人間悲歡離合 就是道不盡的一千零一夜 幻夢女郎以神秘的口吻娓娓道來，替故事揭開序幕，因信仰而迷惑的牧師，扛著十字架被鞭打著；戰爭失去雙腳的士兵當起街頭藝人；孤單的返鄉女子無人迎接，落寞地佇立車站；一對夫婦漂浮空中，望著戰火綿延的城市。有人哭，有人笑，有人受傷，有人歡騰，人們總是不斷重複自己的問題，但沒人需要真正的回答。  瑞典國寶導演洛伊安德森（Roy Andersson）最新極致神作，依然以充滿詩意、神一般的眼光凝視著人間，電影當中面色蒼白的角色們就是凡塵縮影。只要人類存在，快樂傷感交織的浮世繪就會無限上演，永無止盡。所幸我們能透過這些殘酷的美麗，看清人性的可愛光輝。  【關於電影 】  在藝術表現上，深受20世紀初新即物主義畫派的影響，洛伊安德森的電影鏡頭總是像幅滿載訊息的畫，畫面中的每個元素都是焦點，都銳利地讓觀眾看得目不轉睛，期待在細節裡看到一點故事線索或人生哲理。「這就跟人生一樣，很多小事其實都舉足輕重，我想在我的電影作品展現這樣的感覺。」洛伊安德森這麼說著。  要達到這樣的細膩質感，製作上要從導演的腦袋開始下手。洛伊安德森在創作時習慣手繪電影氛圍圖，用來與製作團隊溝通腦中理想中的樣子，進而討論場景陳設、攝影鏡頭、打光等執行細節。在《千日千夜》裡，有很大部分的場景都是在攝影棚搭建縮小比例的模型，再將另外拍攝的主角畫面合成進場景中。像是電影主視覺的飛天情侶，就是劇組先花了一個月建造了一座1/200大小的戰後城市模型才進行拍攝，希望透過奇幻細膩的畫面令觀眾品味：當戰火無情轟炸美麗的小鎮，真善美依然會繼續存在於人世間。  在大師洛伊安德森的心中，《千日千夜》英文片名的「Endlessness」並不是要傳達時間無盡的概念，而是想提醒觀影的你：身而為人，即使生活充滿了各種苦與樂，都需要享受當下，因為「存在」將會是永恆的，人性將永遠如繁星閃耀。 ,上映日期：2020-02-27,片　　長：01時16分,,2.6,,78,
極地守護犬,★改編自世界文學名著、20世紀百大小說《野性的呼喚》 ★開拓全新動態捕捉技術視野，將巴克傳奇冒險故事再現大銀幕 ★超擬真動畫視 覺特效 神級表現動物真實感與細膩情感  巨星哈里遜福特所主演《極地守護犬》，由《阿拉丁》、《馴龍高手》動畫大導克里斯桑德斯首度執導真人動畫電影，改編自傑克倫敦世界名著《野性的呼喚》。劇情描述靈犬巴克原本生活在充滿陽光的加州，沒想到卻意外被拐賣到寒冷偏遠、盛產黃金的北方阿拉斯加，巴克輾轉成為雪橇犬，流落在不同主人之間，在這淘金熱時期，等著它的不是安逸的生活，巴克必需呼喚起深藏內心的野性，來面對嚴峻的生存考驗，而最終它將回歸最原始的自己，並成為自己的主人… 極地的守護者。,上映日期：2020-02-27,片　　長：01時40分,動作,4.1,,89,
陪你玩最大,★ 真摯友情 感動直逼《一路玩到掛》 ★ 威尼斯影帝 法布萊斯魯奇尼 Ｘ 凱薩獎影帝提名 派屈克布瑞爾 聯手飆戲 ★ 身邊有最好的朋友 才算擁有最棒的人生 ★ 誤打誤撞的瘋狂旅行 患難與共的真摯情誼 每個人都要《逆轉人生》 ★ 《小王子》製作團隊打造 療癒暖心之作  學生時代起，亞瑟跟凱薩就是患難與共的摯友，因為一場陰錯陽差的誤會，凱薩以為亞瑟得了絕症，只剩下最後幾個月的生命，因此他不顧反對硬搬進亞瑟家，想陪好友完成所有人生心願，把剩下的每一天都活出最瘋狂的色彩......。 ,上映日期：2020-05-08,片　　長：01時58分,喜劇,3.3,,63,
海邊走走,「在愛情的世界裡，沒有先來後到 不被愛的那個，才是第三者」～威廉．莎士比亞 葛瑞絲（安妮特班寧 飾）和艾德華（比爾奈伊 飾）共結連理長達近三十年，就在他們邀請長年定居倫敦的兒子傑米（喬許歐康納 飾）回到老家相聚慶祝時，艾德華卻偷偷告訴傑米，他已經計畫好隔天就要離開葛瑞絲、離開這個黯淡又邊緣的海濱小鎮！原來這對夫妻的關係早已來到地獄般的最低潮──葛瑞成天碎唸艾德華對於生活缺乏熱情，艾德華卻覺得在婚姻裡從未得到滿足，隱忍多年，終於決定奔向另一個溫柔鄉……他和她的未來還有希望嗎？三人一起走過衝突、憤怒、悲傷，卻也交織著溫柔、嬉笑，最終歸於平靜的真實；人生從來就不簡單，通往救贖的路也沒有捷徑──這是一個關於重生、關於希望的故事。  以《悲慘世界》、《神鬼戰士》成名的金獎編劇威廉尼可森，這次執導第二部劇情長片《海邊走走》的陣容可說是無懈可擊，當情緒收放自如、舉手投足都難掩金獎影后氣勢的安妮特班寧，遇上總是用一張「面無表情的表情」散發超凡個人魅力的比爾奈伊，兩人又愛又恨、充滿火花的對手戲絕對不容錯過！  【關於電影】  金獎編劇執導，親身經歷搬上大銀幕 本片由以《悲慘世界》、《神鬼戰士》成名的金獎編劇威廉尼克森，第二部執導的劇情長片，找來金獎影后安妮特班寧，與擁有超凡個人魅力的英國資深男星比爾奈伊，詮釋出一對熟齡夫妻相守多年，曾經相愛的他們，卻在歲月的消磨和多年的忍讓之下漸行漸遠，最終分道揚鑣的寫實婚姻故事。導演威廉尼克森坦言，故事改編自與父母間的親身經歷，片中夾在兩人婚姻僵局之間的兒子傑米，正是導演本人的自我投射，儘管他自嘲自己相較於帥哥演員喬許歐康納，年齡老了些、頭髮少了些，但片中角色所經歷的一切，正是自己生命中相當艱難的一段時期，他形容「作為人子，尤其是成年人，父母離異是令人非常不快的事，首先，你會想逃避，然後試著改善，卻又發現自己無能為力去改變一切，最後甚至發現自己也是問題的一環。」也因為他深愛自己的父母，同時也看透兩人在這段關係中互相帶給對方的痛苦和傷痕，威廉尼克森透過鏡頭，盡可能平衡地處理這對夫妻的立場，希望讓觀眾看到這段關係的一體兩面，而不做出果斷的對錯評判。「我希望試著讓觀眾了解，我父親為何用這麼殘酷的方式離開我的母親，以及她為何總是如此盛氣凌人。我有時會擔心自己不夠公平，但在我心中，我對他們兩位一直很公平。」  安妮特班寧X比爾奈伊影帝影后爭鋒之作！ 導演坦言，選角對於影片的資金很重要，演員的知名度會決定金主要不要投資，因此一開始便選定比爾奈伊和安妮特班寧這兩位影壇巨擘參演。安妮特班寧此次在片中有多段讀詩戲份，為了更完美呈現道地英國腔，安妮特班寧表示：「模仿英國口音這件事我以前就做過了，但是這次在開演前，我有再和一個發音老師學習，我向她學到很多，也練習了很久！」對於安妮特班寧的演出，導演盛讚：「我很高興由安妮特來飾演如此苛刻的女性角色，因為她的演出方式極富同理心。她對每個鏡頭都充滿實驗精神，你能看到她的表演層次越來越深入，令人能一步步感受到角色的傷痛。」而比爾奈伊更是導演多年夢寐以求的合作對象，他那張總是「面無表情的表情」，搭配上明顯比妻子沉默許多的對白，成功演活了這個在婚姻當中早已無話可說的男人，他所演出的外遇丈夫，少了一般人對於負心漢的刻板印象，有的只是一個身陷婚姻僵局，離愛愈來愈遠的無助男性。至於兒子傑米，則找來近期在Netflix原創影集《王冠》中飾演查爾斯王子而嶄露頭角的新生代英國演員喬許歐康納飾演，「當時我看了他在電影《春光之境》中演出一位生在農家的同志，覺得他的演出真是棒透了，因此說服製片不論如何都要讓他來演出傑米這個角色，我希望由他來飾演我。」 ,上映日期：2020-05-15,片　　長：01時40分,,3.9,,69,
巴黎寂寞不打烊,★2020 金馬奇幻影展 浪漫選映 ★遇見真愛前，請先好好愛自己！ ★今年最浪漫法式愛情新品 ★《西班牙公寓》口碑神作導演 又一都會愛情經典 ★「猶如巴黎版《西雅圖夜未眠》。」 - The Times UK ★ 暖系創作女聲 魏妙如 <時間教會我們的事> 深情演繹 電影中文主題曲  三十歲的雷米和梅蘭妮住在巴黎同一區，卻從不認識彼此。他們都是患有大城市孤獨症的受害者，以為在現今以極速網絡聯繫的世界中，交朋友會是很容易的事。他們各自約見心理醫生，期盼能更認識「自我」，在愛情世界中兜圈還是勇往直前，冥冥之中，二人分別走向同一條路……,上映日期：2020-05-22,片　　長：01時50分,,3.8,,75,
靠北少女,★ 日本新片首周票房冠軍 ★ 年度最爆笑ㄎㄧㄤ片 一解社會疫情愁悶氣氛 ★ 日本新生代可愛教主 廣瀨鈴顛覆形象 首次挑戰叛逆少女 ★ 廣瀨鈴 x 吉澤亮 x 堤真一 x 佐藤健 x 妻夫木聰...26 位超豪華陣容共同演出  女大學生七瀨(廣瀨鈴 飾)在沒啥搞頭且面臨解散的死亡金屬樂團「死魂」擔任主唱，正值叛逆期的她非常討厭父親野畑計(堤真一 飾)，常在表演中一邊甩頭一邊大喊「給我去死 吧！」來發洩對父親的不滿。  某天，她的願望成真了，計真的死了？！原來計經營的製藥公司偶然發明了可讓人「假死 2天」的藥，為了抓出偷取公司商業機密的內奸，計試著讓自己死一次。可沒想到敵對公司謀劃讓他的遺體提早火化！  本該討厭父親的七瀨，如何在短短兩天的期限內，與毫無存在感的鬼魂社員松岡卓(吉澤亮飾)、變成鬼魂現身的計，聯手阻止這項陰謀並讓計起死回生呢？,上映日期：2020-05-22,片　　長：01時33分,喜劇,3.2,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/May2020/29E5qAqDozcKhkQmGCxn-1280x1827.jpg', 'path': '靠北少女.jpg', 'checksum': 'a5422dc90869669fecc52d21e6bf680d', 'status': 'downloaded'}]",65,
一首搖滾上月球,在有罕見疾病孩子的家庭裡，爸爸，常常是最先落跑的那個人。,上映日期：2013-10-04,片　　長：01時55分,紀錄片,4.2,"[{'url': 'https://s.yimg.com/vu/movies/fp/mpost/48/87/4887.jpg', 'path': '一首搖滾上月球.jpg', 'checksum': 'b20f0f39cceb8c309dc7d57a23d44488', 'status': 'downloaded'}]",89,
無聲革命,1956年，東柏林的一班畢業生，在資訊封閉的限制下，輾轉得知了匈牙利人正勇敢對蘇聯革命卻死傷慘重，決定隔天在課堂上群起默哀兩分鐘致意。  萬萬沒想到這小舉動卻引發巨大的波瀾，校長協同教育部高官將他們定調為反叛分子，若不揪出主使者，全班都無法畢業，甚至家人的工作都會受影響。 這時究竟該為正義團結，還是自保優先呢？ ,上映日期：2020-04-24,片　　長：01時51分,,4.1,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/April2020/gmfSBSBSDLAD5HWMtXnV-2000x2848.jpg', 'path': '無聲革命.jpg', 'checksum': '07515bba21d62653ca1120457fceeb44', 'status': 'downloaded'}]",67,
錢不夠用2,★失業潮無薪假中一部能夠能撫慰人心的電影，母親節闔家觀賞唯一選擇!,上映日期：2009-05-08,片　　長：02時06分,劇情,4.0,"[{'url': 'https://s.yimg.com/vu/movies/fp/mpost/30/26/3026.jpg', 'path': '錢不夠用2.jpg', 'checksum': '360be27c27d2083d7b2649009c216ca7', 'status': 'downloaded'}]",78,
